term,category,hasSyn,id,ext_id,remark
flask-shaped,shape,0,976,,
flat,shape,1,977,,
flat,prominence,1,978,,
flat-topped,shape,0,979,,
flat-topped,architecture,0,980,,
fleeting,duration,0,981,,
flesh,structure,0,982,,
fleshy,internal_texture,0,983,,
fleshy-stemmed,internal_texture,0,984,,
flexed,shape,0,985,,
flexible,external_texture,0,986,,
flexuose,course,1,987,,
floating,habit,0,988,,
floating,location,0,989,,
floccose,external_texture,0,990,,
floral,architecture,0,991,,
floral,position,0,992,,
floral_cup,structure,0,993,,
floral_tube,structure,0,994,,
floret,structure,0,995,,
floricane,structure,0,996,,
floriferous,architecture,1,997,,
flower,structure,0,998,,
flowering,life_stage,0,999,,
flush,prominence,0,1000,,
fluted,shape,0,1001,,
folded,architecture,0,1002,,
folded,shape,0,1003,,
foliaceous,architecture,0,1004,,
foliar,position,0,1005,,
foliate,architecture,1,1006,,
folliceta,structure,1,1007,,
follicle,structure,0,1008,,
forked,shape,0,1009,,
fossula,structure,1,1010,,
fossulate,architecture,0,1011,,
fovea,structure,1,1012,,
foveate,relief,1,1013,,
fracturing,fragility,0,1014,,
fragile,fragility,0,1015,,
fragrant,odor,0,1016,,
free,fusion,0,1017,,
free-central,arrangement,0,1018,,
fresh,condition,0,1019,,
friable,external_texture,0,1020,,
fringe,structure,0,1021,,
fringed,shape,0,1022,,
frond,structure,0,1023,,
fructiferous,architecture,0,1024,,
fruit,structure,0,1025,,
fruity,odor,0,1026,,
fruity,taste,0,1027,,
frutescent,habit,0,1028,,
frutex,structure,1,1029,,
fruticose,habit,0,1030,,
fugacious,duration,0,1031,,
fulvous,coloration,0,1032,,
fungiform,shape,0,1033,,
funicle,structure,1,1034,,
funicular,derivation,0,1035,,
funiculate,architecture,0,1036,,
funnelform,shape,1,1037,,
furcate,shape,0,1038,,
furrow,structure,0,1039,,
furrowed,architecture,0,1040,,
fuscous,coloration,0,1041,,
fused,fusion,0,1042,,
fusiform,shape,0,1043,,
fusion,character,0,1044,,
galea,structure,1,1045,,
galeate,shape,1,1046,,
gametophyte,structure,0,1047,,
gamopetalous,architecture,0,1048,,
gamophyllous,architecture,0,1049,,
gamosepalous,architecture,0,1050,,
gamotepalous,architecture,0,1051,,
gaping,architecture,0,1052,,
geitonogamous,reproduction,0,1053,,
gelatinous,external_texture,0,1054,,
geminate,arrangement,0,1055,,
geminicolpate,architecture,0,1056,,
gemma,structure,1,1057,,
geniculate,shape,0,1058,,
geocarpous,location,0,1059,,
geophytes,structure,0,1060,,
geophytic,habit,0,1061,,
germinating,germination,0,1062,,
germination,character,0,1063,,
giant,size,1,1064,,
gibbous,shape,0,1065,,
glabrate,external_texture,1,1066,,
gland,structure,0,1067,,
glandless,architecture,0,1068,,
glandular,architecture,0,1069,,
glandular,exudation,0,1070,,
glans,structure,1,1071,,
glassy,reflectance,0,1072,,
glaucescent,external_texture,1,1073,,
glistening,reflectance,1,1074,,
globose,shape,1,1075,,
glochid,structure,1,1076,,
glochidiate,external_texture,0,1077,,
glome,structure,0,1078,,
glomerate,architecture,1,1079,,
glomerule,structure,0,1080,,
glossy,reflectance,0,1081,,
glutinous,external_texture,0,1082,,
goblet-shaped,shape,0,1083,,
gold,coloration,1,1084,,
gonal,shape,1,1085,,
gongylodate,shape,1,1086,,
grain,structure,0,1087,,
granular,internal_texture,1,1088,,
granuliferous,external_texture,0,1089,,
grass,coloration,0,1090,,
gray,coloration,1,1091,,
greasy,external_texture,0,1092,,
green,coloration,1,1093,,
gregarious,habit,0,1094,,
groove,structure,0,1095,,
grooved,architecture,0,1096,,
grumous,shape,0,1097,,
gum,structure,0,1098,,
gummy,external_texture,0,1099,,
gynaecium,structure,1,1100,,
gynandria,structure,1,1101,,
gynandrous,architecture,0,1102,,
gynecandrous,reproduction,0,1103,,
gynobasic,position,0,1104,,
gynodioecious,reproduction,0,1105,,
gynoecious,reproduction,0,1106,,
gynomonoecious,reproduction,0,1107,,
gynophore,structure,0,1108,,
gynostegia,structure,1,1109,,
gynostemia,structure,1,1110,,
gynous,architecture,0,1111,,
habit,character,0,1112,,
haft,structure,0,1113,,
hair,structure,0,1114,,
hairless,external_texture,0,1115,,
hairlike,shape,1,1116,,
hairy,external_texture,0,1117,,
halberd-head-shaped,shape,0,1118,,
half-inferior,position,0,1119,,
half-obterete,shape,0,1120,,
half-terete,shape,0,1121,,
halfway,position,0,1122,,
hamate,shape,0,1123,,
hanging,orientation,0,1124,,
hapaxanthic,reproduction,0,1125,,
haplocheilic,architecture,0,1126,,
haplomorphic,architecture,0,1127,,
hard,external_texture,1,1128,,
hard-coated,external_texture,0,1129,,
hard-stemmed,external_texture,0,1130,,
hastate,shape,0,1131,,
hastula,structure,1,1132,,
haustoria,structure,1,1133,,
head,structure,0,1134,,
headed,architecture,1,1135,,
headed,shape,1,1136,,
headless,architecture,0,1137,,
headless,shape,0,1138,,
healthy,condition,0,1139,,
heart-shaped,shape,0,1140,,
heartwood,structure,0,1141,,
height,character,0,1142,,
helical,arrangement,0,1143,,
helical,shape,0,1144,,
helical,course,0,1145,,
helicoid_cyme,structure,0,1146,,
helicoid-cymose,architecture,0,1147,,
helmet-shaped,shape,0,1148,,
hemianatropous,orientation,0,1149,,
hemiepiphytic,habit,0,1150,,
hemiparasitic,nutrition,0,1151,,
hemispheric,shape,1,1152,,
herb,life_style,0,1153,,
herbaceous,external_texture,0,1154,,
herbaceous,internal_texture,0,1155,,
herbs,structure,0,1156,,
hermaphroditic,reproduction,0,1157,,
hesperidia,structure,1,1158,,
heteroblastic,architecture,0,1159,,
heterocephalous,architecture,0,1160,,
heterocladic,architecture,0,1161,,
heterocolpate,architecture,0,1162,,
heterogamous,reproduction,0,1163,,
heteromorphic,architecture,0,1164,,
heterophyllous,architecture,0,1165,,
heteropolar,architecture,0,1166,,
heterosporous,reproduction,0,1167,,
heterostylous,architecture,0,1168,,
heterotrophic,nutrition,0,1169,,
hexagonal,shape,0,1170,,
hidden,prominence,0,1171,,
high,height,0,1172,,
highlighted,coloration,0,1173,,
hila,structure,1,1174,,
hip,structure,0,1175,,
hippocrepiform,shape,0,1176,,
hirsute,external_texture,1,1177,,
hoary,external_texture,0,1178,,
hollow,architecture,0,1179,,
homochlamydeous,architecture,0,1180,,
homocladic,architecture,0,1181,,
homogamous,reproduction,0,1182,,
homomorphic,architecture,0,1183,,
homophyllous,architecture,0,1184,,
homosporous,reproduction,0,1185,,
homostylous,architecture,0,1186,,
honeycomb,relief,1,1187,,
honeycomb,pattern,0,1188,,
hood,structure,0,1189,,
hooded,architecture,0,1190,,
hood-shaped,shape,0,1191,,
hooked,shape,1,1192,,
hookless,architecture,0,1193,,
hookless,shape,0,1194,,
horizontal,orientation,0,1195,,
horn,structure,0,1196,,
horned,shape,1,1197,,
hornless,shape,0,1198,,
hornless,architecture,0,1199,,
hornlike,architecture,0,1200,,
horny,external_texture,0,1201,,
horseshoe-shaped,shape,0,1202,,
hue,coloration,0,1203,,
humplike,shape,0,1204,,
husk,structure,0,1205,,
hyaline,coloration,0,1206,,
hydathode,structure,0,1207,,
hydrated,condition,0,1208,,
hydrocyanic,odor,0,1209,,
hydrocyanic,taste,0,1210,,
hygroscopic,architecture,0,1211,,
hypanthia,structure,1,1212,,
hyphodromous,venation,0,1213,,
hypochilium,structure,0,1214,,
hypocotyl,structure,0,1215,,
hypocrateriform,shape,0,1216,,
hypogeal,location,1,1217,,
hypogynia,structure,1,1218,,
hypogynous,position,0,1219,,
hyponastic,development,0,1220,,
hypostomatic,architecture,1,1221,,
hysteranthous,maturation,0,1222,,
hysterophyllous,maturation,0,1223,,
idiogamous,reproduction,0,1224,,
imbricate,arrangement,1,1225,,
immature,life_stage,0,1226,,
immersed,prominence,0,1227,,
imparipinnate,architecture,0,1228,,
impenetrable,prominence,0,1229,,
imperfect,architecture,0,1230,,
impressed,prominence,0,1231,,
inaperturate,architecture,0,1232,,
incised,shape,0,1233,,
inclinate,orientation,1,1234,,
included,position,0,1235,,
incomplete,architecture,0,1236,,
inconspicuous,prominence,0,1237,,
incumbent,arrangement,0,1238,,
incumbent,orientation,0,1239,,
incurved,orientation,0,1240,,
indehiscence,dehiscence,1,1241,,
indented,shape,0,1242,,
independent,fusion,0,1243,,
indeterminate,development,0,1244,,
indistinct,prominence,1,1245,,
indument,structure,1,1246,,
induplicate,arrangement,0,1247,,
indurate,external_texture,1,1248,,
indusia,structure,1,1249,,
indusiate,architecture,0,1250,,
inferior,position,0,1251,,
inflated,shape,0,1252,,
inflexed,orientation,0,1253,,
inflorescence,structure,0,1254,,
infolded,shape,0,1255,,
infolded,architecture,0,1256,,
infrabracteal,position,0,1257,,
infrafoliar,position,0,1258,,
inframedial,position,0,1259,,
infrapetiolar,position,0,1260,,
infructescence,structure,0,1261,,
infundibular,shape,0,1262,,
inner,position,1,1263,,
innocuous,habit,0,1264,,
inrolled,shape,0,1265,,
inrolled,vernation,0,1266,,
insectivorous,nutrition,0,1267,,
insect-pollinated,reproduction,0,1268,,
inserted,position,0,1269,,
inserted,fusion,0,1270,,
insertion,character,0,1271,,
intact,condition,0,1272,,
integument,structure,0,1273,,
integumentary,derivation,0,1274,,
interareolar,position,0,1275,,
intercostal,position,0,1276,,
intergradent,habit,0,1277,,
intermediate,size,0,1278,,
internal,position,0,1279,,
internodal,position,0,1280,,
internode,structure,0,1281,,
interpetiolar,position,0,1282,,
interrupted,architecture,0,1283,,
interstitial,position,0,1284,,
intravaginal,position,0,1285,,
intricate,arrangement,0,1286,,
introrse,dehiscence,0,1287,,
intruded,reproduction,0,1288,,
inverted,orientation,0,1289,,
involucel,structure,0,1290,,
involucral,derivation,0,1291,,
involucral_bract,structure,0,1292,,
involucrate,architecture,0,1293,,
involucre,structure,0,1294,,
involucrelike,shape,0,1295,,
involute,shape,0,1296,,
involute,vernation,0,1297,,
inward,orientation,0,1298,,
iridescent,coloration,0,1299,,
iridescent,reflectance,0,1300,,
irregular,architecture,0,1301,,
irregular,course,0,1302,,
isodiametric,architecture,0,1303,,
isopetalous,architecture,0,1304,,
isopolar,architecture,0,1305,,
isosepalous,architecture,0,1306,,
isostemonous,architecture,0,1307,,
isthmus,structure,0,1308,,
ivory,coloration,0,1309,,
jacket_cell,structure,0,1310,,
joint,structure,0,1311,,
jointed,architecture,0,1312,,
keel,structure,0,1313,,
keeled,shape,1,1314,,
kidney-shaped,shape,0,1315,,
knee,structure,0,1316,,
knee_root,structure,0,1317,,
kneecap-shaped,shape,0,1318,,
kneed,shape,0,1319,,
knee-rooted,architecture,0,1320,,
knobbed,shape,1,1321,,
knot-shaped,shape,1,1322,,
labella,structure,1,1323,,
labia,structure,1,1324,,
labiate,architecture,0,1325,,
lacerate,shape,0,1326,,
laciniate,shape,0,1327,,
lacking,count,0,1328,,
lacrimate,shape,1,1329,,
lacuna,structure,1,1330,,
lacunate,relief,0,1331,,
ladder-like,arrangement,0,1332,,
laesura,structure,1,1333,,
laevigate,reflectance,0,1334,,
lageniform,shape,0,1335,,
lamella,structure,1,1336,,
lamellate,shape,0,1337,,
laminar,position,0,1338,,
laminate,architecture,0,1339,,
lanate,external_texture,0,1340,,
lancehead-shaped,shape,1,1341,,
lanose,external_texture,1,1342,,
large,size,1,1343,,
late-maturing,maturation,0,1344,,
later,condition,0,1345,,
lateral,position,0,1346,,
lateral_vein,structure,0,1347,,
latex,structure,1,1348,,
laticiferous,exudation,0,1349,,
latrorse,dehiscence,0,1350,,
latticed,architecture,0,1351,,
lavender,coloration,0,1352,,
lavender,odor,0,1353,,
lax,architecture,0,1354,,
lax,arrangement,0,1355,,
layering,architecture,0,1356,,
leaden,coloration,0,1357,,
leaf,structure,0,1358,,
leaf_scar,structure,0,1359,,
leaf-bearing,architecture,0,1360,,
leafless,architecture,0,1361,,
leaflet,structure,0,1362,,
leafleted,architecture,0,1363,,
leaflike,architecture,1,1364,,
leaf-opposed,position,0,1365,,
leaning,orientation,0,1366,,
leathery,external_texture,0,1367,,
leaves,structure,0,1368,,
leftward,orientation,0,1369,,
legume,structure,0,1370,,
lemma,structure,1,1371,,
lemon,coloration,0,1372,,
length,character,0,1373,,
lengthened,length,0,1374,,
lens-shaped,shape,1,1375,,
lenticel,structure,0,1376,,
lentiginose,external_texture,1,1377,,
lepides,structure,0,1378,,
lepidote,external_texture,0,1379,,
lepis,structure,0,1380,,
leptosporangiate,reproduction,0,1381,,
levering,habit,0,1382,,
liana,life_style,0,1383,,
lianas,structure,0,1384,,
lianous,habit,0,1385,,
lid,structure,0,1386,,
lidded,architecture,0,1387,,
light,coloration,1,1388,,
ligneous,external_texture,0,1389,,
ligulate,architecture,1,1390,,
ligule,structure,0,1391,,
liguliform,shape,0,1392,,
limb,structure,0,1393,,
linear,arrangement,0,1394,,
linear,shape,0,1395,,
lineate,external_texture,1,1396,,
lineate,relief,1,1397,,
lineate,pattern,1,1398,,
lingulate,shape,0,1399,,
lip,structure,0,1400,,
lip_cell,structure,0,1401,,
lipped,architecture,0,1402,,
livid,coloration,0,1403,,
lobate,shape,1,1404,,
lobe,structure,0,1405,,
lobelike,architecture,0,1406,,
location,character,0,1407,,
locular,architecture,1,1408,,
locule,structure,0,1409,,
loculicidal,dehiscence,0,1410,,
lodicule,structure,0,1411,,
loment,structure,0,1412,,
long,length,1,1413,,
longitudinal,dehiscence,0,1414,,
longitudinal,orientation,0,1415,,
loose,architecture,0,1416,,
loose,fragility,0,1417,,
lorate,shape,0,1418,,
low,position,1,1419,,
lumen,structure,1,1420,,
lumpy,relief,0,1421,,
lunate,shape,0,1422,,
lustrous,reflectance,0,1423,,
lyrate,shape,1,1424,,
macrophyll,structure,0,1425,,
macrophyllous,architecture,0,1426,,
macrosporangia,structure,1,1427,,
macrospore,structure,0,1428,,
macrosporocarp,structure,0,1429,,
macrosporophyll,structure,0,1430,,
macrostrobili,structure,1,1431,,
macula,structure,1,1432,,
maculate,pattern,0,1433,,
magenta,coloration,0,1434,,
mahogany,coloration,0,1435,,
main_stem,structure,0,1436,,
major,size,0,1437,,
male,reproduction,0,1438,,
male_cone,structure,0,1439,,
malodorous,odor,0,1440,,
mamilla,structure,1,1441,,
mamillate,relief,0,1442,,
mamma,structure,1,1443,,
mammiform,shape,1,1444,,
manifestation,character,0,1445,,
many,count,0,1446,,
many-stemmed,architecture,0,1447,,
marcescent,condition,0,1448,,
margin,structure,0,1449,,
marginal,position,0,1450,,
maroon,coloration,0,1451,,
masculine,reproduction,0,1452,,
massula,structure,1,1453,,
matlike,habit,1,1454,,
maturation,character,0,1455,,
mature,life_stage,1,1456,,
mealy,internal_texture,0,1457,,
mealy,external_texture,0,1458,,
medial,position,1,1459,,
medullose,internal_texture,0,1460,,
megagametophyte,structure,0,1461,,
megaphyll,structure,0,1462,,
megaphyllous,architecture,0,1463,,
megasporangia,structure,1,1464,,
megaspore,structure,0,1465,,
megasporocarp,structure,0,1466,,
megasporophyll,structure,0,1467,,
megastrobili,structure,1,1468,,
membranaceous,external_texture,0,1469,,
membrane,structure,0,1470,,
meniscoid,shape,0,1471,,
menta,structure,1,1472,,
mericarp,structure,0,1473,,
merous,architecture,0,1474,,
mesocarp,structure,0,1475,,
mesochilium,structure,0,1476,,
microgametophyte,structure,0,1477,,
microphyll,structure,0,1478,,
microphyllous,architecture,0,1479,,
micropyle,structure,0,1480,,
microscopic,size,0,1481,,
microsporangia,structure,1,1482,,
microspore,structure,0,1483,,
microsporocarp,structure,0,1484,,
microsporophyll,structure,0,1485,,
microstrobilus,structure,0,1486,,
mid,position,1,1487,,
midlength,position,0,1488,,
midnerve,structure,0,1489,,
midrib,structure,0,1490,,
midvein,structure,0,1491,,
milky,coloration,0,1492,,
miniature,size,0,1493,,
minute,size,0,1494,,
mitre-shaped,shape,1,1495,,
mixed,arrangement,0,1496,,
mixed-craspedodromous,venation,0,1497,,
modified,development,0,1498,,
moistened,condition,0,1499,,
monadal,arrangement,0,1500,,
moniliform,shape,0,1501,,
monocarpic,reproduction,0,1502,,
monochasia,structure,1,1503,,
monochasiate,architecture,1,1504,,
monochlamydeous,architecture,0,1505,,
monoclinous,reproduction,0,1506,,
monoecious,reproduction,0,1507,,
monolete,architecture,0,1508,,
monomorphic,architecture,0,1509,,
monopodial,architecture,0,1510,,
morphic,architecture,0,1511,,
morphology,character,0,1512,,
motile,habit,0,1513,,
mottled,coloration,0,1514,,
mounding,habit,0,1515,,
moundlike,shape,1,1516,,
mucilage,structure,0,1517,,
mucilaginous,external_texture,0,1518,,
mucous,external_texture,0,1519,,
mucro,structure,1,1520,,
mucronate,shape,0,1521,,
mucronulate,shape,0,1522,,
mucros,structure,0,1523,,
multibracteate,architecture,0,1524,,
multicellular,architecture,0,1525,,
multiciliate,architecture,0,1526,,
multicipital,architecture,0,1527,,
multicolored,coloration,0,1528,,
multiple,count,0,1529,,
multiple_fruit,structure,0,1530,,
multitoothed,shape,0,1531,,
muricate,relief,1,1532,,
muriform,arrangement,0,1533,,
muscariform,shape,0,1534,,
mushroom-shaped,shape,0,1535,,
muticous,shape,0,1536,,
naked,architecture,0,1537,,
napiform,shape,0,1538,,
narrow,width,1,1539,,
narrowed,shape,0,1540,,
navicular,shape,0,1541,,
near-bald,external_texture,0,1542,,
neck,structure,0,1543,,
necklike,shape,0,1544,,
nectar,structure,0,1545,,
nectariferous,exudation,0,1546,,
nectary,structure,0,1547,,
needle,structure,0,1548,,
needlelike,architecture,0,1549,,
needlelike,shape,1,1550,,
neotenous,maturation,0,1551,,
nerve,structure,0,1552,,
nerved,architecture,1,1553,,
net-like,architecture,1,1554,,
netted,relief,0,1555,,
netted,pattern,0,1556,,
network,arrangement,0,1557,,
neuter,architecture,0,1558,,
neutral,reproduction,0,1559,,
new,life_stage,1,1560,,
night-blooming,habit,0,1561,,
nipplelike,architecture,0,1562,,
nipplelike,shape,0,1563,,
nocturnal,habit,0,1564,,
nodal,position,0,1565,,
nodding,orientation,0,1566,,
node,structure,0,1567,,
nodiform,shape,1,1568,,
nodule,structure,0,1569,,
nonaromatic,odor,0,1570,,
none,count,0,1571,,
nonglandular,architecture,0,1572,,
non-porous,external_texture,0,1573,,
non-septate,architecture,0,1574,,
nonspinose,architecture,0,1575,,
non-stomate-bearing,architecture,0,1576,,
normal,variability,0,1577,,
notch,structure,0,1578,,
notched,shape,0,1579,,
notorhizal,arrangement,0,1580,,
notorhizal,architecture,0,1581,,
nucelli,structure,1,1582,,
numerous,count,0,1583,,
nut,structure,0,1584,,
nutlet,structure,0,1585,,
nutant,orientation,0,1586,,
nutlike,architecture,0,1587,,
nutlike,shape,0,1588,,
nutrition,character,0,1589,,
obclavate,shape,0,1590,,
obcompressed,shape,0,1591,,
obconic,shape,1,1592,,
obcordate,shape,1,1593,,
obcuneiform,shape,0,1594,,
obdeltate,shape,1,1595,,
obdiplostemonous,architecture,0,1596,,
oblacrimate,shape,0,1597,,
oblanceolate,shape,1,1598,,
oblate,shape,0,1599,,
oblique,orientation,0,1600,,
oblique,shape,0,1601,,
oblong,shape,0,1602,,
obovate,shape,1,1603,,
obpyramidal,shape,0,1604,,
obpyriform,shape,0,1605,,
obscure,prominence,1,1606,,
obsolete,prominence,0,1607,,
obterete,shape,0,1608,,
obtriangular,shape,0,1609,,
obtrullate,shape,1,1610,,
obturbinate,shape,0,1611,,
obtuse,shape,0,1612,,
obvious,prominence,0,1613,,
obvolute,vernation,0,1614,,
obvolute,arrangement,0,1615,,
ocellate,pattern,0,1616,,
ochroleucous,coloration,0,1617,,
ocrea,structure,1,1618,,
odd-pinnate,architecture,0,1619,,
odor,character,0,1620,,
odorless,odor,0,1621,,
oil-secreting,exudation,0,1622,,
oily,external_texture,0,1623,,
old,life_stage,1,1624,,
oleaginous,external_texture,0,1625,,
olivaceous,coloration,1,1626,,
one-leafleted,architecture,0,1627,,
one-lipped,architecture,0,1628,,
one-sided,architecture,0,1629,,
one-sided,orientation,0,1630,,
one-sided,position,0,1631,,
one-veined,venation,0,1632,,
ontogeny,character,0,1633,,
opaque,coloration,0,1634,,
open,architecture,0,1635,,
opercula,structure,1,1636,,
operculate,architecture,0,1637,,
opposite,arrangement,0,1638,,
orange,coloration,1,1639,,
orbicular,shape,1,1640,,
orientation,character,0,1641,,
origin,character,0,1642,,
orthotropous,orientation,0,1643,,
osseous,external_texture,0,1644,,
osseous,internal_texture,0,1645,,
ostiole,structure,0,1646,,
outer,position,1,1647,,
oval,shape,1,1648,,
ovary,structure,0,1649,,
ovate-cordate,shape,0,1650,,
ovate-lanceolate,shape,0,1651,,
ovate-rhombic,shape,0,1652,,
overlapping,arrangement,0,1653,,
overwintering,habit,0,1654,,
overwintering,duration,0,1655,,
ovoid-cyli,shape,0,1656,,
ovulate,architecture,0,1657,,
ovule,structure,0,1658,,
ovuled,architecture,0,1659,,
ovuliferous_scale,structure,0,1660,,
pachycaulous,architecture,0,1661,,
packed,arrangement,0,1662,,
paired,arrangement,0,1663,,
palaceous,architecture,0,1664,,
palate,structure,0,1665,,
pale,coloration,1,1666,,
pale1,structure,0,1667,,
pale2,structure,0,1668,,
palea,structure,1,1669,,
paleaceous,external_texture,0,1670,,
paleate,architecture,0,1671,,
pale-brown,coloration,0,1672,,
pale-pink,coloration,0,1673,,
pale-rose-pink,coloration,0,1674,,
palet,structure,0,1675,,
pale-yellow,coloration,0,1676,,
palinactinodromous,venation,0,1677,,
palmate,architecture,0,1678,,
palmatifid,shape,0,1679,,
palmatipinnate,architecture,0,1680,,
pandurate,shape,1,1681,,
panicle,structure,0,1682,,
panicle-like,architecture,1,1683,,
panniform,external_texture,1,1684,,
pantoporate,architecture,0,1685,,
papery,internal_texture,0,1686,,
papilionaceous,architecture,0,1687,,
papilla,structure,1,1688,,
papillar,shape,1,1689,,
papillate,relief,1,1690,,
pappi,structure,0,1691,,
pappose,architecture,0,1692,,
pappus,structure,0,1693,,
pappus_scale,structure,0,1694,,
papyraceous,internal_texture,0,1695,,
paracytic,architecture,0,1696,,
parallel,arrangement,0,1697,,
parallelodromous,venation,0,1698,,
paraphyses,structure,1,1699,,
parasitic,nutrition,0,1700,,
parchment-like,external_texture,0,1701,,
parietal,arrangement,0,1702,,
paripinnate,architecture,0,1703,,
parted,shape,1,1704,,
partial,architecture,0,1705,,
patelliform,shape,0,1706,,
patent,orientation,0,1707,,
peach,coloration,0,1708,,
peach-bronze,coloration,0,1709,,
pear-shaped,shape,0,1710,,
pebbly,relief,0,1711,,
pectinate,shape,0,1712,,
pedate,architecture,0,1713,,
pedatifid,architecture,0,1714,,
pedicel,structure,0,1715,,
pedicellate,architecture,1,1716,,
peduncle,structure,0,1717,,
peduncular,position,0,1718,,
pedunculate,architecture,0,1719,,
peglike,architecture,0,1720,,
peglike,shape,0,1721,,
pellucid,coloration,0,1722,,
peloric,architecture,0,1723,,
peltate,architecture,0,1724,,
pelviform,shape,0,1725,,
pendent,orientation,1,1726,,
penicillate,shape,0,1727,,
pepo,structure,0,1728,,
percurrent,architecture,0,1729,,
perennate,duration,1,1730,,
perennial,life_style,0,1731,,
perennials,structure,0,1732,,
perfect,architecture,0,1733,,
perfoliate,architecture,0,1734,,
perforate,architecture,0,1735,,
pergamentaceous,external_texture,0,1736,,
perianth,structure,0,1737,,
perianth_tube,structure,0,1738,,
pericarp,structure,0,1739,,
periclinal,orientation,0,1740,,
pericolpate,architecture,0,1741,,
pericolporate,architecture,0,1742,,
perigynia,structure,1,1743,,
perigynous,position,0,1744,,
peripheral,position,0,1745,,
peripterous,shape,0,1746,,
perisperm,structure,0,1747,,
perpendicular,orientation,0,1748,,
persistent,duration,0,1749,,
persisting,behaviour,0,1750,,
personate,architecture,0,1751,,
perulate,architecture,0,1752,,
petal,structure,0,1753,,
petaled,architecture,1,1754,,
petiolar,position,0,1755,,
petiolate,architecture,1,1756,,
petiole,structure,1,1757,,
petiolulate,architecture,0,1758,,
phanerocotyloid,germination,0,1759,,
phyllary,structure,0,1760,,
phylloclade,structure,0,1761,,
phyllode,structure,1,1762,,
phyllopodia,structure,1,1763,,
pigment,coloration,1,1764,,
piliferous,shape,0,1765,,
pilose,external_texture,1,1766,,
pincushion,shape,0,1767,,
pinecone-like,architecture,0,1768,,
pinecone-like,shape,0,1769,,
pink,coloration,1,1770,,
pink-magenta,coloration,0,1771,,
pinna,structure,1,1772,,
pinnate,architecture,0,1773,,
pinnate,shape,0,1774,,
pinnatifid,shape,1,1775,,
pinnule,structure,0,1776,,
pistil,structure,0,1777,,
pistillate,architecture,1,1778,,
pistillode,structure,1,1779,,
pit,structure,0,1780,,
pitcher,structure,0,1781,,
pitcher_blade,structure,1,1782,,
pitcher-bladed,architecture,0,1783,,
pitcher-leaved,architecture,0,1784,,
pitcher-shaped,shape,0,1785,,
pith,structure,0,1786,,
pithy,internal_texture,0,1787,,
pitted,relief,0,1788,,
placenta,structure,1,1789,,
placenta-shaped,shape,1,1790,,
placentation,character,0,1791,,
placentention,character,0,1792,,
plaited,shape,0,1793,,
plaited,vernation,0,1794,,
planate,shape,1,1795,,
plane_shape,character,0,1796,,
planoconcave,shape,0,1797,,
planoconvex,shape,0,1798,,
plant,life_style,0,1799,,
plantlet,structure,0,1800,,
plants,structure,0,1801,,
plated,relief,0,1802,,
platter-shaped,shape,0,1803,,
pleated,shape,0,1804,,
pleated,vernation,0,1805,,
pleurorhizal,arrangement,0,1806,,
pleurorhizal,architecture,0,1807,,
pliable,internal_texture,1,1808,,
pliable,external_texture,1,1809,,
plicate,architecture,0,1810,,
plicate,vernation,0,1811,,
plicate,arrangement,0,1812,,
plicate,shape,0,1813,,
pliestesial,duration,0,1814,,
plumose,shape,0,1815,,
plumose,architecture,0,1816,,
plumule,structure,0,1817,,
plurilocular,architecture,0,1818,,
pneumatophore,structure,0,1819,,
pointed,shape,0,1820,,
pointing,orientation,0,1821,,
polished,reflectance,0,1822,,
pollen,structure,0,1823,,
pollen_sac,structure,0,1824,,
pollinaria,structure,1,1825,,
pollinia,structure,1,1826,,
pollinial,arrangement,0,1827,,
polyadal,arrangement,0,1828,,
polycarpic,reproduction,0,1829,,
polygamodioecious,reproduction,0,1830,,
polygamomonoecious,reproduction,0,1831,,
polygamous,reproduction,0,1832,,
polygonal,shape,0,1833,,
polymorphic,architecture,0,1834,,
polypetalous,architecture,0,1835,,
polyplicate,architecture,0,1836,,
polyploidy,character,0,1837,,
polysepalous,architecture,0,1838,,
polytomous,architecture,0,1839,,
pome,structure,0,1840,,
porate,architecture,0,1841,,
pore,structure,0,1842,,
poricidal,dehiscence,0,1843,,
porosity,character,0,1844,,
porous,external_texture,0,1845,,
porous,internal_texture,0,1846,,
porrect,orientation,0,1847,,
position,character,0,1848,,
positioned,position,0,1849,,
pouch-shaped,shape,0,1850,,
powdery,external_texture,0,1851,,
praemorse,shape,0,1852,,
precocious,maturation,0,1853,,
predominant,prominence,0,1854,,
presence,character,0,1855,,
present,count,0,1856,,
preserved,condition,0,1857,,
prickle,structure,0,1858,,
prickly,architecture,0,1859,,
primary,position,0,1860,,
primary_axis,structure,0,1861,,
primary_root,structure,0,1862,,
primary_stem,structure,0,1863,,
primary_vein,structure,0,1864,,
primocane,structure,0,1865,,
prismatic,shape,0,1866,,
procumbent,habit,0,1867,,
prolate,shape,0,1868,,
proliferating,behaviour,0,1869,,
proliferous,reproduction,0,1870,,
prolonged,length,0,1871,,
prominence,character,0,1872,,
prominent,prominence,0,1873,,
prominulous,prominence,0,1874,,
pronounced,prominence,0,1875,,
prop_root,structure,0,1876,,
prophyll,structure,1,1877,,
prophyllar,position,0,1878,,
prop-rooted,architecture,0,1879,,
prostrate,habit,0,1880,,
prostrate,orientation,0,1881,,
protandrous,maturation,0,1882,,
proterandrous,maturation,0,1883,,
prothalli,structure,1,1884,,
protogynous,maturation,0,1885,,
