"term","definition","FNA_ID"
"comas","A prominent single tuft of relatively long and slender, flexible, capillate trichomes; esp. from a seed, as in Asclepias (Asclepiadaceae).","596d8481-a186-4b7b-802b-aee2de4c4ad1"
"comb-shaped","Finely divided, the divisions slender, oriented more or less perpendicular to the central axis, and resembling the teeth of a comb.","9917ddba-f456-438e-be5e-bad39bc729fe"
"commissure","Precisely, the joint or common boundary between the facing surfaces of two coherent or mutually appressed structures such as mericarps or stigmas, but traditionally (though imprecisely) applied to such a facing surface itself.","dd0a2db8-0264-47d2-8cc9-2d78238f9b89"
"comose","Bearing a prominent single tuft of relatively long and slender, flexible, capillate trichomes (coma).","7fabdb91-8fc9-4efe-bf05-b701b7692b05"
"compact","Having equivalent constituent parts disposed very near to one another.","f77aa65b-3885-4ffe-b312-c9d6bd14c1dd"
"complanate","Flattened bilaterally, parallel to the longitudinal axis, as though pressed or squeezed from opposing sides, the external surface otherwise basically convex.  This term usually implies a strong degree of flattening.  See also depressed, obcompressed.","6f8304d4-e602-4a37-93aa-9d60d3f32279"
"complete","Having all sets of basic floral structures (calyx and corolla, or else undifferentiated perianth; androecium; and gynoecium) present and functionally normal.","69a4a68e-368c-4c8e-a65c-03d9c8730ce1"
"complex","Comprising two or more basic structural entities, at least two of which are dissimilar.","4ebeed11-9973-4a16-a80a-8dc219b3ca58"
"composite","Unitary as a whole but comprising two or more equivalent substructural entities, these topologically distinct (e.g., leaflets in a compound leaf) or not (e.g., carpels in a compound pistil).","7b543c89-ff19-4ae6-8e1e-6ce2596fff33"
"compound","Unitary as a whole but comprising two or more equivalent substructural entities, these topologically distinct (e.g., leaflets in a compound leaf) or not (e.g., carpels in a compound pistil).","b070cfc2-c41d-4a46-ba15-06a3577ce7b1"
"compound-lipped","Having subsidiary cells derived from the primary stoma mother cell and thus immediately related ontogenetically to the guard cells.","a5b02cdc-0f43-43ce-8339-c1a5b192b373"
"compressed","Flattened bilaterally, parallel to the longitudinal axis, as though pressed or squeezed from opposing sides, the external surface otherwise basically convex.  Used alone, this term usually implies a strong degree of flattening; otherwise, it is often used in combination with some other term that describes the overall shape exclusive of ('before') flattening, e.g., compressed-ovoid.  See also depressed, obcompressed.","1007e344-25d8-43e2-b976-be5cd40e2c4d"
"concave-tapered","Gradually diminishing in width or diameter to a slender tip, the sides longitudinally concave.  Corresponds with attenuate for base shape.","0c8f9e02-9a35-415a-bf10-b531464c936c"
"concave-tapered","Gradually diminishing in width or diameter toward the proximal end, the sides longitudinally concave.  Corresponds with acuminate for apex shape.","4a273a9e-78f2-4929-9517-280b79debbf7"
"concentric","Having a center or axis of symmetry coincident with that of the context of reference.","59c0ca3b-6d89-4a34-9138-efa67ba0355e"
"concolor","Uniform in hue and intensity of color; esp. leaves with identically colored adaxial and abaxial surfaces.","91d9da58-fbf1-4e81-a3f7-78ec543de006"
"concolorous","Uniform in hue and intensity of color; esp. leaves with identically colored adaxial and abaxial surfaces.","7b857f78-37df-4646-9457-0c816c76d079"
"conduplicate","Adaxially contiguous, folded sharply together longitudinally (one adaxially, one abaxially), and reflexed together, one enveloping the hypocotyl and radicle, the other enveloping the first.","04437b70-8562-4dfd-89aa-8adbe7d67e59"
"conduplicate","Each leaf folded sharply inward along its longitudinal axis, the adaxial surfaces of each side facing one another.","df192482-dedd-4e3c-bd69-d03ee5cd143a"
"cone","A compound or complex reproductive structure consisting of a central axis bearing congested imbricate sporophylls and sometimes also sterile bracts.","da0e2b0e-ba6d-49b8-81cd-8f1ae56b77ee"
"cone scale","One of the membranous, fleshy, or woody sporophylls of a cone (strobilus); esp. in Pinophyta.","ae5076ce-3553-419a-af95-07c2062ad4e0"
"cone-shaped","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","fe6956a2-3886-4701-a7e7-5a4bb25030ae"
"cone-shaped","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","de2981df-1f1f-43b9-a36c-a26e77f829c7"
"congested","Having equivalent constituent parts disposed very near to one another.","3ea7e1d4-85c9-4271-9af4-4eb2bcc71ee8"
"conic","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","3c91deec-7a1d-4ffc-bb33-0c3f3e3d06d1"
"conical","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","57b4c8b6-9424-47a4-8978-7c192010bd1f"
"conic","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","283ce82a-4ceb-4a6c-8aa1-ffd6b6ffbce4"
"conical","Transversely round, essentially triangular in median longitudinal section, and broadest proximally.  See also obconic(al).","7f9527a7-aa95-410b-b182-0a84c6d5f401"
"conjugate","Inserted by pairs, the members of each fused or not.","37660996-aca2-4414-b157-e304c1f55880"
"connate","Intimately fused, with strong histological continuity.","2b1f526b-60b2-470c-914e-c60b7d3315bf"
"connate-perfoliate","Having the bases in each pair fused and together encircling the bearing axis.  See also amplexicaulous, perfoliate.","0d1c0bc3-1567-4fb2-af37-115518c0975b"
"connective","The tissue between and joining the laterally opposed thecae of an anther, connecting them with the distal end of the staminal filament when the latter is present.","e9ea932c-8294-461f-a65a-5f8b02e49c3f"
"connivent","Converging and distally contiguous; esp. arcuate stamens with anthers contiguous.","8d683042-5716-434a-9a14-5b5d311d8d17"
"conoidal","Generally but not strictly conic.","21e5ab64-26b2-4a4f-98e5-38beb359728e"
"conspicuous","Prominently evident.","4f6bd954-c1fb-443f-8a02-e459287a99bc"
"contiguous","Touching one another.","a35bf24d-b4cd-491f-8fcf-4656840739ab"
"continuous","Having the flowers or branch units distributed evenly along the axis, with no significant interruption.","eb20db53-901a-4cd5-9dea-5be109fe0421"
"continuous","Uninterrupted by cavities and essentially homogeneous in texture at axis maturity.","0c3ee780-c11b-44df-b16b-788826bc9dde"
"continuous","Not disarticulating at maturity.","52bcee24-166a-4362-8bbd-4f142a87a480"
"contorted","Imbricate and whorled, each member in turn overlapped by that to one side and overlapping that to the other, the whole tightly rolled and appearing as though twisted.","cb7d8775-2979-4cc0-8a5b-a6cfda62af6b"
"contorted","Having a helical pattern of relief and/or coloration along its length.","63b79873-06df-4f63-a72b-ed334519b650"
"contortuplicate","Plicate and contorted.","1b611c07-c0a8-4467-acf0-a34c3ff562b9"
"contortuplicate","Folded and twisted.","96033517-fda6-4669-a6b7-1ac6314364e6"
"contractile","Diminishing in length, or acquiring the potential energy for a sudden decrease, due to the generation of internal tension during tissue development.","b671b878-8a6d-4dc9-adde-481383b62921"
"convolute","Imbricate and whorled, each member in turn overlapped by that to one side and overlapping that to the other, the whole tightly rolled and appearing as though twisted.","d558bbb4-bb34-4916-821c-01431aa65439"
"convolute","Each rolled or folded inward longitudinally, one enveloping the other.","f0283ba5-d6e2-4efc-b3fc-c52b5fd4d396"
"convolute","Each rolled laterally and wholly surrounded by and/or surrounding the one(s) next adjacent.","d2a2cd7a-6609-4476-a942-11169322a23f"
"cordate","Having two equal, more or less rounded, retrorse lobes, one to either side, overlapping or not, the intervening sinus relatively deep.",""
"cordate","Fairly regularly attenuate from a broad, bilobate base to a narrow apex, the lobes large, rounded, retrorse, and intersecting; like the stylized outline of the broad lateral face of a heart.  See also obcordate.",""
"cordiform","Having two rounded basal lobes, broadest near the base and fairly regularly attenuate to an essentially angular apex; like the stylized form of a heart.  See also obcordiform.","535b8b2d-ec66-43e3-86cb-960674d6374d"
"coriaceous","Moderately thick, tough, and very pliable.","99b12cfb-58a5-483e-b574-8c900262527a"
"corky","Firm, relatively light, discontinuous but strongly cohesive, and resilient.","a7985f41-8bea-4358-ad40-9e4b4ddf017f"
"corm","A short, thickened, solid, usually subterranean, sometimes fleshy stem base containing stored carbohydrates and serving as a perennating organ.","89e89470-2c11-4633-8785-852a714cc156"
"cormose","Growing from corms.","ee3f9a80-2e6e-443f-a193-70c30ef46829"
"corneous","Hard, dense, fine-grained or compactly fibrous, and tough; resembling the substance of animal horn.","e69df57d-8395-4e89-b544-a344d8563c5d"
"corniculate","Bearing one or more cornicula (horns).","ea4ac159-b193-4def-a5af-bf729e79e23b"
"corniculum","A straight or curved, slenderly conic or conoidal protrusion or terminal portion that resembles an animal horn.","4f301beb-e922-4d65-8d30-c2b1b3315ddf"
"cornicula","A straight or curved, slenderly conic or conoidal protrusion or terminal portion that resembles an animal horn.","4c8a9110-cad4-40da-a788-a70915fde792"
"corniform","Straight or curved and slenderly conic or conoidal, like an animal horn.","9ae27392-0dd4-4128-a604-1a1ab5b95211"
"corolla","Collectively, the petals of a flower, whether distinct or connate; the inner or distal envelope of a differentiated perianth, whether the other envelope (calyx) is actually present or is deemed to be absent due to evolutionary reduction.","3d1478d0-1512-4b3f-8fe5-d58848b8b2c2"
"corollae","Collectively, the petals of a flower, whether distinct or connate; the inner or distal envelope of a differentiated perianth, whether the other envelope (calyx) is actually present or is deemed to be absent due to evolutionary reduction.","c458334a-b696-4a0a-a321-1b61117882f6"
"corollas","Collectively, the petals of a flower, whether distinct or connate; the inner or distal envelope of a differentiated perianth, whether the other envelope (calyx) is actually present or is deemed to be absent due to evolutionary reduction.","791b8f53-16ba-448b-9a16-9ab841d947a9"
"corolla tube","A relatively narrow, fully connate portion of a sympetalous (gamopetalous) corolla proximal to a broader portion (limb) that comprises the distinct or connate distal portions of the petals; except in bisexual or staminate disc florets of Asteraceae (Compositae).","c8f51b24-1c22-47e6-a71b-d6f7ecc86219"
"corolla tube","The portion of the corolla of a bisexual or staminate disc floret proximal to the level of filament insertion; in Asteraceae (Compositae).","c63e957f-57cd-4312-8a0b-b8a5e714b62c"
"corona","A crown-like set of connate or distinct appendages or enations borne upon a corolla or androecium or between them.","374443d6-eea6-49d3-9da9-96a918f1f78d"
"coronae","A crown-like set of connate or distinct appendages or enations borne upon a corolla or androecium or between them.","0fe2872f-2b71-47a6-baa7-41ea61f994fb"
"coronas","A crown-like set of connate or distinct appendages or enations borne upon a corolla or androecium or between them.","faef6d84-291d-4f83-b11b-4295f0a88d8b"
"coronal","Upon or otherwise directly associated with the corona.","3bb0c122-af63-4ea3-9709-57496f27889d"
"coronal","Upon or otherwise directly associated with the corona.","322e4c28-36bb-4745-8012-44b634f730f1"
"coroniform","Shortly and broadly tubular overall, circumferentially continuous at the base, distally so or not; like a monarch's crown.","c298a6d4-145d-4e6b-bf74-c1e422df3f3e"
"corrugate","Having members tightly and irregularly folded, the whole appearing as though wadded upon emergence.","d8ec00c6-66b7-4477-ba43-7f97f2ddd242"
"corrugate","Having irregular, narrow ridges or creases, the intervening areas flat or only slightly concave or convex, appearing overall as though crumpled and then spread out.  See also rugulose.","8ff3c7d4-9932-430c-928c-c481e7d329f6"
"corticate","Having a hard exterior layer and a distinct, softer interior.","e436493a-5e41-4b3a-9873-2f9a578713ed"
"corymb","An indeterminate, more or less condensed raceme with the pedicels progressively shorter toward the distal end, the flowers all borne at approximately the same level, the whole generally plane or convex at the top, the flowers maturing from the edge inward (i.e., the proximal or outer flowers maturing first).","1265613f-a39e-4e7c-b09c-6ac1dd797cb2"
"corymb-like","Resembling a corymb, but not strictly such.","c3e740aa-cf68-45a3-8f43-608c73b33108"
"corymbiform","Resembling a corymb, but not strictly such.","2623c87f-c254-4730-8240-7fb0345d92f9"
"corymbose","Comprising one or more corymbs.","7100731b-6e80-4f75-969b-5e82ef239173"
"costa","A primary vein of a laminar structure, having a longitudinal course, either medial or lateral, often prominent.  See also secondary vein, tertiary vein, veinlet.","e05450e0-b820-465a-ba99-ced17c5a34b0"
"costae","A primary vein of a laminar structure, having a longitudinal course, either medial or lateral, often prominent.  See also secondary vein, tertiary vein, veinlet.","d0ce6c67-625d-4187-bd50-3af01e6e68a6"
"costal","Upon or otherwise directly associated with the costa(e) of a laminar structure.","cbfdf60a-6e8e-41bb-9d58-763fb598bad1"
"costal","Upon or otherwise directly associated with the costa(e) of a laminar structure.","18826be7-af54-42f5-be16-ab85b2891c86"
"costate","Having one or more costae (ribs).","fb7595d2-e610-47f8-8871-8aab6aca3703"
"costule","A longitudinal primary vein in a diminutive laminar structure, such as the blade of a leaflet, pinna or pinnule; a diminutive costa (rib).","1266a6c9-254d-4138-abaf-9d8786434af4"
"cottony","Of or bearing relatively long and fine, intertwined, somewhat matted, capillate trichomes.  See also lanuginose.","253da2bc-c4c6-4465-8495-c649b4eb01f8"
"cotyledon","Any of the one or more primary foliar structures of an embryonic seed plant, proximal to all succeeding leaf primordia; sometimes serving as a storage organ for food reserves in the seed, as in peas and beans.","49239688-c8e6-4113-b1da-7c8fa9fa5606"
"cotyliform","Having a short, relatively broad, cupulate tube and a well differentiated, erect limb.  See also cyathiform, urceolate (urn-shaped).","93da1201-5327-477d-b644-2d89190809cb"
"cotyloid","Having general adnation among the different sets of floral structures, thus having the ovary inferior and/or having a floral tube.","b64fcf1a-a8ca-4fda-b810-69ea38155176"
"course","Linear pattern of the centerline through the length of an axis or vein.","11f31ee6-4793-4564-b060-dc52a16d6eab"
"craspedodromous","Having a midvein that branches to either side along the length of the lamina, the secondary veins running thence toward the margin, some becoming indistinct before reaching it, others terminating there.","78d0c140-933f-4696-a345-3178b6b9a5a2"
"mixed-","Having a midvein that branches to either side along the length of the lamina, the secondary veins running thence toward the margin, some becoming indistinct before reaching it, others terminating there.","5909eb0a-659e-442f-8d1c-207a2469afd1"
"craspedodromous","Having a midvein that branches to either side along the length of the lamina, the secondary veins and their branches all running toward and terminating at the margin.","ef408989-810c-438b-bc3e-c2bf0b58864b"
"simple-","Having a midvein that branches to either side along the length of the lamina, the secondary veins and their branches all running toward and terminating at the margin.","da5a1986-e96c-4cdb-b2fe-5ba880593b93"
"crassate","Relatively thick for the type of structure or in the taxonomic context.","b4782601-55fc-4bb1-b08d-7e4ab710a560"
"crateriform","Having a distal, concave, relatively thin-walled, basically hemispherical portion surmounting a much narrower, transversely round, pedestal-like base.","35665833-f618-47fd-a94a-47e4d9eed0bc"
"creeping","Procumbent and rooting adventitiously at intervals along its length.","e5de91d9-3f24-49c7-9760-4c2ce315bf5e"
"crena","A rounded, marginal convexity or concavity in a series of such that alternate regularly and are oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also crenule (scalloplet), dens (tooth), sawtooth, sawtoothlet, toothlet.","db77338a-2f2c-40a0-9469-109e546eee77"
"crenae","A rounded, marginal convexity or concavity in a series of such that alternate regularly and are oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also crenule (scalloplet), dens (tooth), sawtooth, sawtoothlet, toothlet.","a8d7667e-cdb7-44cc-8385-c82426a1decf"
"crenate","Having regularly alternating, rounded convexities and concavities oriented more or less perpendicular to the generalized perimeter.  See also crenulate (small-scalloped), dentate, denticulate (small-toothed), serrate (sawtoothed), serrulate (small-sawtoothed).","a52e3ac4-1c76-4273-9d12-f45c894db8ae"
"_crenate","Having the number of orders of crenae (scallops) indicated by the prefix, one upon another; as in bicrenate, twice-crenate.  See also ...dentate (...-toothed), ...serrate (...-sawtoothed).","6a4a1f49-2665-40ff-8bc8-47911ca78415"
"crenulate","Finely crenate (scalloped).  See also dentate (toothed), denticulate (small-toothed), serrate (sawtoothed), serrulate (small-sawtoothed).","f483d6a5-5146-40c3-9253-dd713e65759e"
"crenule","A diminutive crena (scallop).  See also dens (tooth), sawtooth, sawtoothlet, toothlet.","15679b4e-ce8e-4467-8c86-db58e5636798"
"crescent-shaped","Arcuate, broadest at the middle, and attenuate to acute ends; like the stylized outline of a first-quarter moon.","c858f455-15f4-4461-b721-8a05368ea25e"
"crest","A laterally elongate, relatively thin, irregular or notched, apical protrusion.","ad28c41b-7523-4532-ae98-67e04b7e2787"
"crested","Having a laterally elongate, relatively thin, irregular or notched protrusion.","7f420bf0-ff9a-4f36-b466-9d96f5b7722d"
"crispate","Having closely and irregularly spaced, irregularly shaped, often compound convexities that curve irregularly through three dimensions.","0c429784-3243-482f-997e-19e337846e69"
"crisped","Having closely and irregularly spaced, irregularly shaped, often compound convexities that curve irregularly through three dimensions.","53ec1bb5-369c-452a-93a6-ebf50c764735"
"crista","A laterally elongate, relatively thin, irregular or notched, apical protrusion.","8e225bce-5e37-42f6-8722-bcade51bfbfb"
"cristae","A laterally elongate, relatively thin, irregular or notched, apical protrusion.","f4ddea67-1391-4348-8a64-60b2f61bd86e"
"cristate","Having a laterally elongate, relatively thin, irregular or notched protrusion.","3bd4df2b-4df2-4f4b-aede-f45180476c2e"
"cross-fertilizing","Having fertilization regularly involving gametes derived from different plants.","ca179a83-40d5-4e76-9b2e-cbd496fef50a"
"cross-shaped","Having four petals or tepals disposed in pairs of opposite members, the whole resembling a cross when viewed from above.","35a4933c-0bd7-4083-915e-30fea2d46dee"
"cross-shaped","Having two elongate, basically straight portions intersecting at a point interior to the ends of each.","cd3486dc-4ae7-4d17-a1f2-30ff2a0fc004"
"cross-vein","A relatively short, secondary or higher-order vein that runs directly between two veins of the next lower order, intersecting them more or less perpendicularly.","dba43715-e71f-4192-87a2-489f5b9b4c82"
"crowded","Having equivalent constituent parts disposed very near to one another.","7aa7b0ca-e788-40f8-8385-24462f945cfe"
"crown-shaped","Shortly and broadly tubular overall, circumferentially continuous at the base, distally so or not; like a monarch's crown.","6e433a28-75c7-4733-9e7a-024630e63768"
"crozier","A circinate leaf (frond) prior to full expansion, while still wholly or distally coiled; esp. in Polypodiophyta.","87e7efa9-89d7-4249-be74-bc22a0466a05"
"cruciate","Having four petals or tepals disposed in pairs of opposite members, the whole resembling a cross when viewed from above.","2a03bc63-43a5-429a-aebb-709068a84005"
"cruciate","Having two elongate, basically straight portions intersecting at a point interior to the ends of each.","576d9828-7f46-49e6-93bb-90fdc32cdd0d"
"cruciferous","Having three subsidiary cells, one distinctly smaller than the others.","c4b0ef4a-6b51-49b4-ae46-907e29d9e2d1"
"crumbling","Easily disintegrating in relatively small pieces, either spontaneously or under pressure.","6d46780d-7485-4a65-a862-15478951bd81"
"crumpled","Having members tightly and irregularly folded, the whole appearing as though wadded upon emergence.","0299df48-20d4-474e-ad88-82685b477f74"
"crustaceous","Thin, dry, hard, and brittle.","895eb8e7-6306-4a97-b1e7-94671fadf288"
"crusty","Thin, dry, hard, and brittle.","8c01f5ea-e408-4ed0-86d8-77e8170e068f"
"cryptic","Similar to its natural background, from which it is not readily distinguished.","68266688-8076-4d5b-b84a-fbd1be2720cf"
"cryptocotyloid","Having the cotyledon(s) remaining inside the seed coat.","9aec759d-c32a-4d54-ba67-9eaa956a1471"
"cuboid","Generally but not strictly cubic; more or less equilaterally six-sided, each side basically square.","80ae70e8-c42d-4e72-93b4-b285bf80a171"
"cucullate","Bearing, incorporating, or surmounted by a hood-shaped structure.","b20cbf20-ad2d-4ad7-a20d-f4a8467c3959"
"cucullate","Convex or compressed-convex overall with a distal peak or ridge, relatively thin-walled and essentially hollow with the interior open to one side below the distal portion; resembling a hood or cowl.  See also galeate (galeiform, helmet-shaped), which overlaps conceptually.","2b19be88-a69e-4707-b2e1-f292476f0436"
"cuculliform","Convex or compressed-convex overall with a distal peak or ridge, relatively thin-walled and essentially hollow with the interior open to one side below the distal portion; resembling a hood or cowl.  See also galeiform (galeate, helmet-shaped), which overlaps conceptually.","b5d3465e-0e94-4ff2-a3b4-69f7c6419c75"
"cucullus","A cucullate (cuculliform) structure or component, esp. in an inflorescence or flower.","f5c6ef0a-dca6-4621-bedd-de21ea9566c6"
"cuculli","A cucullate (cuculliform) structure or component, esp. in an inflorescence or flower.","6b488140-511f-4f62-b1a3-23de61f2bf50"
"culm","A stem of a sedge (Cyperaceae) or grass (Poaceae), usually hollow.  Use of this term  or cane instead of stem is a matter of tradition and preference, not of descriptive precision or necessity.","6722c7a1-1fc7-4640-b9e7-c8e5c6699ef0"
"cuneate","Attenuate with the sides more or less straight and intersecting at an acute angle.","8ac59bd1-5b77-48d2-987a-40446a0b8c26"
"cuneate","Inversely triangular; like the outline of the broad lateral face of a wedge, broadest at the apex.  See also obdeltate.","6c92bec8-d17f-4448-8a6b-d264cbddf02c"
"cuniculate","Hollow over a significant part of its length, the interior open at the end of the hollow portion.","ee33e6bf-cb34-47da-a33c-7ecc97b2b793"
"cup-shaped","Truncate-globose with the distal margin more or less entire; like the bowl of a cup.","bf3db92c-b31d-48a2-8fd9-507f49c79e91"
"cupulate","Truncate-globose with the distal margin more or less entire; like the bowl of a cup.","624655b5-96dc-4f29-8770-82132a3626e9"
"cupule","A cup-like structure inserted at the base of a fruit, partially enclosing it or not; composed of a persistent, usually dried, sometimes hardened involucre, perianth, or portion thereof, the constituent parts often coalescent, yielding a unitary structure.","08f87f27-8306-4eea-91cc-ef8a4ae64882"
"curly","Having closely and irregularly spaced, irregularly shaped, often compound convexities that curve irregularly through three dimensions.","1463be52-8d62-4637-b01d-02f76ecc35ac"
"cushion-shaped","Essentially round in transverse section, much broader than long or high, with a convex distal face that intersects either a more or less plane proximal face or, when the structure is sessile, its bearing surface.","37e00d46-0072-48df-8489-0cd7c8ccebe1"
"cuspidate","Tapering gradually to a rigid tip composed of both vascular and laminar tissues.","b2ceffb1-6ff0-4791-8f8d-7f67c32b0ecc"
"cut","Having straight to irregular lines of separation extending inward from the margin.  See also cleft (dissected, divided, lobate, lobed, parted, partite, segmented).","ea45c479-217f-4459-9bd8-29c25b9e0b35"
"cyathiate","Comprising one or more cyathia.","362acdbf-7d22-479b-a17f-623612852c56"
"cyathiform","Having a cupulate tube and an indistinct, erect limb.  See also cotyliform, urceolate (urn-shaped).","772baa90-8fac-4890-9153-4fbbfff296b2"
"cyathium","Resembling a single flower, the unbranched axis very short with a terminal pistillate flower and several lateral staminate flowers, the whole subtended and to some degree enclosed by a cupulate envelope of bracts, the flowers diminutive and presumed to be evolutionarily reduced; characteristic of Euphorbia.","faf9253b-7097-4172-89a9-9470452bbd95"
"cyathia","Resembling a single flower, the unbranched axis very short with a terminal pistillate flower and several lateral staminate flowers, the whole subtended and to some degree enclosed by a cupulate envelope of bracts, the flowers diminutive and presumed to be evolutionarily reduced; characteristic of Euphorbia.","805a5ca4-7ec1-48cc-a1ac-5cb20a1c25c2"
"cycle","A set of three or more lateral structures that are inserted around an axis at the same level.","d42df0a9-60f4-4c24-9c0b-ba815272f2fe"
"cyclic","Disposed along the axis in groups of three or more, the members of each group (cycle, series, verticil, whorl) inserted around the axis at the same level.","2e95cc95-0c52-428c-8aad-ce789b6b1924"
"_cyclic","Disposed in the number of cycles (series, verticils, whorls) indicated by the prefix; as in monocyclic, 3-cyclic.","e77f135e-634c-4dd8-9e4c-c2b9d6580609"
"cylindric","Solid and transversely round with a more or less uniform diameter, the ends blunt.","799b7ca3-9cbd-411e-b660-52c9d8909f0a"
"cylindrical","Solid and transversely round with a more or less uniform diameter, the ends blunt.","44457924-a51d-4933-9196-2d3b2a3241d6"
"cymbiform","Like the generalized form of a boat hull, the walls relatively thin to moderately thick, the interior essentially empty and open along one side.","edd65c14-893a-4f3e-9a04-3435e085fd4d"
"cyme","Determinate and constituting a compound dichasium or monochasium, the flowers maturing from the center outward (i.e., the distal or inner flowers maturing first); often more or less flat-topped.  See also cymule, dichasium, helicoid cyme, monochasium, rhipidium, scorpioid cyme.","0ccc3cd5-6d21-4420-b4c5-093e3e9f29aa"
"cyme-like","Resembling a cyme, but not strictly such.","9cb4a80d-7a9e-494c-88b5-b77145b91fd8"
"cymiform","Resembling a cyme, but not strictly such.","6025d182-2820-4d41-ba02-8f198aa5871f"
"cymose","Comprising one or more simple or compound cymes.  See also cincinnate, cymulose, dichasiate, helicoid-cymose, monochasiate, rhipidiate, scorpioid-cymose.","5ea5c084-2338-4cb5-a178-d3d3012e1f62"
"cymule","A diminutive cyme, with few flowers, few or no branches, and short axes.","315d7cee-9b82-4c2f-b5d3-ea14760c7ca8"
"cymulose","Comprising one or more cymules.","85bbe709-0311-44d0-b31c-a1ee20fbf8f1"
"cypsela","Like an achene but derived from an inferior, bicarpellate ovary and with accessory perianth tissue adnate to the pericarp; esp. in Asteraceae (Compositae).","6bfc8894-5a1e-4b41-bf4f-7f945658ca7f"
"cypselae","Like an achene but derived from an inferior, bicarpellate ovary and with accessory perianth tissue adnate to the pericarp; esp. in Asteraceae (Compositae).","b15611f1-7317-4598-b03c-d265b2437d06"
"day-blooming","Opening during the daytime.","51fa83a1-3f19-4835-91e9-fa3ab23634e0"
"deca_","Indicating presence of or constitution by ten entities of the type denoted by the term's stem; as in  decandrous, decagynous, decalocular.","3e602106-8138-49c9-b691-1fb6dd1873c1"
"deciduous","Separating and falling away from the bearing axis, organ or plant prior to senescence of the latter, usually by developing an anatomically distinct, transverse, basal zone of cells (abcission layer), where separation occurs.  See also seasonally deciduous.","00a91eab-99e6-4fdc-a514-c8ce516b9f26"
"deciduous","Perennial and having all leaves separating and falling away during a particular portion of the yearly cycle, especially the autumn or the dry season, between growing seasons.  Semantically, this term is properly applied only to the entity that falls, not to the structure that it separates and falls from; in traditional usage, though, the term has been applied to trees and other perennial plants that shed all their leaves at some time during the yearly cycle.","eba91dea-738f-4fb0-acc5-2bf8d6fc78aa"
"declinate","Bent or curved downward or forward.","a30015c5-abf2-4486-9a62-4086b2f8676f"
"declined","Directed downward or backward.","b481a75a-96a6-4da6-b956-c6a2c61b6f0d"
"decompound","Comprising two or more orders of equivalent substructural entities; multiply compound.","4144bff1-88f5-469c-a4b2-9c11b86759f6"
"decumbent","Reclining upon the substrate proximally, ascending to erect distally.","72e611bb-8323-4946-804b-6a0990ac5126"
"decurrent","Having the lamina prolonged and adherent to the supporting axis beneath the point of vascular insertion, the prolonged portion termed a sterigma.","bedc0301-55bb-41d3-abe6-c9d8a1bf1eb2"
"decurved","Curving abaxially.  See also incurved.","54f8b355-b741-4fd7-ab8e-0596e1616fe5"
"decussate","Opposite with successive pairs radially oriented at right angles to one another, thus polystichous with four equidistant ranks.","7d64473c-1895-4116-b0cb-b9e24f8239b8"
"deflexed","Abruptly bent outward (abaxially), downward, or backward at some point along its length.","a9b413fe-856d-4c36-aaf9-3d7f4833efc7"
"dehiscence","Mode of opening (splitting or forming apertures).","27eb88fb-659b-451c-a4e5-8fb4f24106e1"
"dehiscent","Splitting or forming one or more apertures at maturity, the contents thereby released for dispersal.","52a4fa6d-7254-44a4-b92b-e4c473ca92e5"
"deliquescent","Branching laterally and repeatedly such that the initial axis loses its prominence over the length of the structure and seems to dissolve into the succesive orders of branches.  See also excurrent.","7303c406-187e-454f-a842-e287690e5bc9"
"deliquescent","Delicately fleshy and liquifying at maturity or with pressure; e.g., petals of Tradescantia (Commelinaceae).","0d944b90-a598-4e7b-8892-9bef42968a3b"
"deltate","Equilaterally triangular, broadest at the base, and regularly attenuate to an angular apex.  See also obdeltate.","c9c83879-d561-447c-a3c6-3cdd37002f13"
"deltoid","Three-angular (trigonous, triquetrous), broadest at the base, and regularly attenuate to an angular apex; equilaterally pyramidal with three lateral faces.  See also obdeltoid.","177ec815-0720-4eef-a743-3483c277104c"
"dendritic","Like the branched axial structure of a tree.","f8877da9-ec90-4e0f-a7c3-6d67920a6571"
"dens","One of a series of regularly spaced, angular, marginal convexities oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also  crena (scallop), crenule (scalloplet), sawtooth, sawtoothlet, toothlet.","9a164638-c944-47b1-87f0-b316c0c14120"
"dentes","One of a series of regularly spaced, angular, marginal convexities oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also  crena (scallop), crenule (scalloplet), sawtooth, sawtoothlet, toothlet.","96b098d5-4afe-46e1-9293-e3565aad9c3d"
"dentate","Having regularly spaced, angular convexities oriented more or less perpendicular to the generalized perimeter.  See also  crenate (scalloped), crenulate (small-scalloped), denticulate (small-toothed), serrate (sawtoothed), serrulate (small-sawtoothed).","894a57fc-d973-4554-8a63-12d1ef56733c"
