"term","category","hassyn"
"lighter","coloration",0
"ligneous","external texture",0
"ligulate","architecture",0
"liguliferous","architecture",0
"liguliflorous","architecture",0
"liguliform","shape",0
"linear","arrangement",0
"linear","shape",0
"lingulate","shape",0
"lipped","architecture",0
"livid","coloration",0
"lobelike","architecture",0
"lobing","shape",0
"lobulate","shape",0
"loculicidal","dehiscence",0
"long","length",0
"longer","length",0
"longest","length",0
"longitudinal","dehiscence",0
"longitudinal","orientation",0
"loose","architecture",0
"loose","fragility",0
"lorate","shape",0
"lower","position",0
"low","position",0
"lumpy","relief",0
"lunate","shape",0
"lustrous","reflectance",0
"lyrate","shape",0
"lyre-shaped","shape",0
"macrophyllous","architecture",0
"magenta","coloration",0
"mahogany","coloration",0
"major","size",0
"male","reproduction",0
"malodorous","odor",0
"mamillate","relief",0
"mammiform","shape",0
"mammillate","shape",0
"mammose","shape",0
"many","count",0
"many-stemmed","architecture",0
"marcescent","condition",0
"marginal","position",0
"maroon","coloration",0
"masculine","reproduction",0
"matted","habit",0
"matlike","habit",0
"mature","life_stage",0
"maturing","life_stage",0
"maturity","life_stage",0
"mealy","internal texture",0
"mealy","external texture",0
"medial","position",0
"median","position",0
"medullose","internal texture",0
"megaphyllous","architecture",0
"meniscoid","shape",0
"microphyllous","architecture",0
"microscopic","size",0
"mid","position",0
"middle","position",0
"midlength","position",0
"milky","coloration",0
"miniature","size",0
"minute","size",0
"mitre-shaped","shape",0
"mitriform","shape",0
"mixed","arrangement",0
"mixed-craspedodromous","venation",0
"moistened","condition",0
"monadal","arrangement",0
"moniliform","shape",0
"monocarpic","reproduction",0
"monochasiate","architecture",0
"monochasiform","architecture",0
"monochasium-like","architecture",0
"monochlamydeous","architecture",0
"monoclinous","reproduction",0
"monoecious","reproduction",0
"monolete","architecture",0
"monopodial","architecture",0
"monomorphic","architecture",0
"motile","habit",0
"mound-shaped","shape",0
"mottled","coloration",0
"mounding","habit",0
"moundlike","shape",0
"mucilaginous","external texture",0
"mucous","external texture",0
"mucronate","shape",0
"mucronulate","shape",0
"multibracteate","architecture",0
"multicellular","architecture",0
"multiciliate","architecture",0
"multicipital","architecture",0
"multicolored","coloration",0
"multiple","count",0
"multitoothed","shape",0
"muriculate","relief",0
"muricate","relief",0
"muriform","arrangement",0
"muscariform","shape",0
"mushroom-shaped","shape",0
"muticous","shape",0
"naked","architecture",0
"napiform","shape",0
"narrow","width",0
"narrowed","shape",0
"narrower","width",0
"narrowing","width",0
"navicular","shape",0
"near-bald","external texture",0
"nectariferous","exudation",0
"needle-shaped","shape",0
"needlelike","architecture",0
"neotenous","maturation",0
"nerved","architecture",0
"nerviform","architecture",0
"net-like","architecture",0
"netted","architecture",0
"netted","relief",0
"network","arrangement",0
"neuter","architecture",0
"neutral","reproduction",0
"new","life_stage",0
"newer","life_stage",0
"night-blooming","habit",0
"nipplelike","architecture",0
"nocturnal","habit",0
"nodal","position",0
"nodding","orientation",0
"nodiform","shape",0
"nodose","shape",0
"nodulose","shape",0
"non-porous","external texture",0
"non-septate","architecture",0
"non-stomate-bearing","architecture",0
"nonaromatic","odor",0
"none","count",0
"nonglandular","architecture",0
"nonspinose","architecture",0
"normal","variability",0
"notched","shape",0
"notorhizal","arrangement",0
"notorhizal","architecture",0
"numerous","count",0
"nutant","orientation",0
"nutlike","architecture",0
"obclavate","shape",0
"obcompressed","shape",0
"obconic","shape",0
"obconical","shape",0
"obcordate","shape",0
"obcordiform","shape",0
"obcuneiform","shape",0
"obdeltate","shape",0
"obdeltoid","shape",0
"obdiplostemonous","architecture",0
"oblacrimate","shape",0
"oblanceloate","shape",0
"oblanceolate","shape",0
"oblanceoloid","shape",0
"oblanciform","shape",0
"oblate","shape",0
"oblique","orientation",0
"oblique","shape",0
"oblong","shape",0
"obovate","shape",0
"obovoid","shape",0
"obpyramidal","shape",0
"obpyriform","shape",0
"obscure","prominence",0
"obscured","prominence",0
"obsolete","prominence",0
"obterete","shape",0
"obtriangular","shape",0
"obtrullate","shape",0
"obtrulliform","shape",0
"obtrulloid","shape",0
"obturbinate","shape",0
"obtuse","shape",0
"obutse","shape",0
"obvious","prominence",0
"obvolute","vernation",0
"ochroleucous","coloration",0
"odd-pinnate","architecture",0
"odorless","odor",0
"oil-secreting","exudation",0
"oily","external texture",0
"old","life_stage",0
"older","life_stage",0
"oldest","life_stage",0
"oleaginous","external texture",0
"olivaceous","coloration",0
"olive","coloration",0
"one-leafleted","architecture",0
"one-lipped","architecture",0
"one-sided","architecture",0
"one-sided","orientation",0
"one-sided","position",0
"one-veined","venation",0
"opaque","coloration",0
"open","architecture",0
"operculate","architecture",0
"opposite","arrangement",0
"orange","coloration",0
"orangish","coloration",0
"orbicular","shape",0
"orbiculate","shape",0
"orthotropous","orientation",0
"osseous","external texture",0
"outer","position",0
"outermost","position",0
"oval","shape",0
"ovate","shape",0
"ovate-cordate","shape",0
"ovate-lanceolate","shape",0
"ovate-rhombic","shape",0
"overlapping","arrangement",0
"ovoid","shape",0
"ovoid-cyli","shape",0
"pachycaulous","architecture",0
"packed","arrangement",0
"paired","arrangement",0
"palaceous","architecture",0
"pale","coloration",0
"pale-brown","coloration",0
"pale-pink","coloration",0
"pale-rose-pink","coloration",0
"pale-yellow","coloration",0
"paleaceous","external texture",0
"paleate","architecture",0
"paler","coloration",0
"palest","coloration",0
"palinactinodromous","venation",0
"pallid","coloration",0
"palmatifid","shape",0
"palmatipinnate","architecture",0
"pandurate","shape",0
"panduriform","shape",0
"panicle-like","architecture",0
"paniculate","architecture",0
"paniculiform","architecture",0
"panniform","external texture",0
"pannose","external texture",0
"pantoporate","architecture",0
"papery","internal texture",0
"papilionaceous","architecture",0
"papillar","shape",0
"papillary","shape",0
"papillose","relief",0
"papillate","relief",0
"papilliform","shape",0
"pappose","architecture",0
"papyraceous","internal texture",0
"paracytic","architecture",0
"parallel","arrangement",0
"parallelodromous","venation",0
"parasitic","nutrition",0
"parchment-like","external texture",0
"parietal","arrangement",0
"paripinnate","architecture",0
"partial","architecture",0
"patelliform","shape",0
"patent","orientation",0
"peach","coloration",0
"peach-bronze","coloration",0
"pear-shaped","shape",0
"pebbly","relief",0
"pectinate","shape",0
"pedate","architecture",0
"pedatifid","architecture",0
"pedicellate","architecture",0
"pedicillate","architecture",0
"pedunculate","architecture",0
"peglike","architecture",0
"pellucid","coloration",0
"peloric","architecture",0
"peltate","architecture",0
"pelviform","shape",0
"pendent","orientation",0
"pendulous","orientation",0
"penicillate","shape",0
"percurrent","architecture",0
"perennate","duration",0
"perennial","life_style",0
"perfect","architecture",0
"perfoliate","architecture",0
"perforate","architecture",0
"pergamentaceous","external texture",0
"periclinal","orientation",0
"pericolpate","architecture",0
"pericolporate","architecture",0
"perigynous","position",0
"peripheral","position",0
"peripterous","shape",0
"perpendicular","orientation",0
"persistent","duration",0
"personate","architecture",0
"perulate","architecture",0
"petal-like","architecture",0
"petaloid","architecture",0
"petiolar","position",0
"petiolate","architecture",0
"petioled","architecture",0
"petiolulate","architecture",0
"phanerocotyloid","germination",0
"pigment","coloration",0
"pigmentation","coloration",0
"pigmented","coloration",0
"piliferous","shape",0
"pilose","external texture",0
"pilosulose","external texture",0
"pilosulous","external texture",0
"pincushion","shape",0
"pinecone-like","architecture",0
"pink","coloration",0
"pink-magenta","coloration",0
"pinkish","coloration",0
"pinnate","shape",0
"pinnatifid","shape",0
"pinnatisect","shape",0
"pitcher-bladed","architecture",0
"pitcher-leaved","architecture",0
"pitcher-shaped","shape",0
"pithy","internal texture",0
"pitted","relief",0
"placenta-shaped","shape",0
"plaited","shape",0
"placentiform","shape",0
"plaited","vernation",0
"planate","shape",0
"plane","shape",0
"planoconcave","shape",0
"planoconvex","shape",0
"plant","life_style",0
"plated","relief",0
"platter-shaped","shape",0
"pleated","shape",0
"pleurorhizal","arrangement",0
"pleurorhizal","architecture",0
"plicate","architecture",0
"plicate","vernation",0
"plicate","arrangement",0
"pliestesial","duration",0
"plumose","shape",0
"plurilocular","architecture",0
"pointed","shape",0
"pointing","orientation",0
"polished","reflectance",0
"pollinial","arrangement",0
"polycarpic","reproduction",0
"polygamodioecious","reproduction",0
"polygamous","reproduction",0
"polygamomonoecious","reproduction",0
"polygonal","shape",0
"polypetalous","architecture",0
"polyplicate","architecture",0
"polysepalous","architecture",0
"polytomous","architecture",0
"poricidal","dehiscence",0
"porous","external texture",0
"porrect","orientation",0
"positioned","position",0
"pouch-shaped","shape",0
"powdery","external texture",0
"praemorse","shape",0
"precocious","maturation",0
"predominant","prominence",0
"present","count",0
"preserved","condition",0
"prickly","architecture",0
"prismatic","shape",0
"procumbent","habit",0
"prolate","shape",0
"proliferating","behaviour",0
"proliferous","reproduction",0
"prolonged","length",0
"prominent","prominence",0
"prominulous","prominence",0
"pronounced","prominence",0
"prop-rooted","architecture",0
"prophyllar","position",0
"prostrate","habit",0
"protandrous","maturation",0
"proterandrous","maturation",0
"protogynous","maturation",0
"proximal","position",0
"proximalmost","position",0
"pruinose","external texture",0
"pseudoaxillary","position",0
"pseudopetiolate","architecture",0
"pseudoterminal","position",0
"psilate","external texture",0
"pterocaulous","architecture",0
"puberulent","external texture",0
"puberulous","external texture",0
"publerulent","external texture",0
"pubsecent","external texture",0
"puckered","relief",0
"pulley-wheel-shaped","shape",0
"pulpy","internal texture",0
"pulverulent","external texture",0
"pulvinate","shape",0
"pulviniform","shape",0
"punctiform","shape",0
"punctulate","relief",0
"pungent","odor",0
"purple","coloration",0
"purple-magenta","coloration",0
"purplish","coloration",0
"pustulate","relief",0
"purplish-pink","coloration",0
"putrid","odor",0
"pyramidal","shape",0
"pyriform","shape",0
"quincunx","arrangement",0
"raceme-like","architecture",0
"racemiform","architecture",0
"racemose","architecture",0
"radial","arrangement",0
"radiant","arrangement",0
"radiant","architecture",0
"radiate","architecture",0
"radiate","arrangement",0
"radiating","arrangement",0
"radical","position",0
"radicant","architecture",0
"radicate","architecture",0
"raised","prominence",0
"ramal","position",0
"ramentaceous","external texture",0
"ramified","architecture",0
"ramiform","architecture",0
"ramose","architecture",0
"ramous","architecture",0
"ranunculaceous","architecture",0
"raphal","derivation",0
"rare","count",0
"raylike","architecture",0
"receptacular","position",0
"reclinate","vernation",0
"reclining","habit",0
"reclosing","behaviour",0
"rectangular","shape",0
"recurved","orientation",0
"recurving","orientation",0
"red","coloration",0
"red-magenta","coloration",0
"red-orange","coloration",0
"reddish","coloration",0
"reddish-brown","coloration",0
"reddish-pink","coloration",0
"reduced","size",0
"reflective","reflectance",0
"reflexed","orientation",0
"regular","architecture",0
"remote","arrangement",0
"reniform","shape",0
"repand","shape",0
"repent","habit",0
"replicate","vernation",0
"resinous","external texture",0
"resupinate","orientation",0
"reticulate","architecture",0
"reticulate","relief",0
"reticulodromous","venation",0
"retrorse","orientation",0
"retuse","shape",0
"revolute","vernation",0
"rhipidiate","architecture",0
"rhizomatous","architecture",0
"rhizomelike","architecture",0
"rhombate","shape",0
"rhombic","shape",0
"rhombic-cuneate","shape",0
"rhomboid","shape",0
"rhytidomal","position",0
"ribbed","architecture",0
"ribbonlike","architecture",0
"riblike","architecture",0
"ridged","shape",0
"ridgelike","shape",0
"rigent","internal texture",0
"rightward","orientation",0
"rigid","internal texture",0
"ring-porous","external texture",0
"ring-shaped","shape",0
"ringent","architecture",0
"robust","fragility",0
"rooted","architecture",0
"rooting","architecture",0
"rootless","architecture",0
"ropelike","architecture",0
"rose","coloration",0
"rose-pink","coloration",0
"rose-purple","coloration",0
"rosetted","arrangement",0
"rostellate","shape",0
"rostrate","shape",0
"rosulate","arrangement",0
"rosy","coloration",0
"rotate","shape",0
"rotund","shape",0
"rough","external texture",0
"rough","relief",0
"roughened","external texture",0
"round","shape",0
"round-reniform","shape",0
"rounded","shape",0
"roundish","shape",0
"rubiaceous","architecture",0
"rudimental","prominence",0
"rudimentary","prominence",0
"rufous","coloration",0
"rugose","relief",0
"rugulate","relief",0
"rugulose","relief",0
"ruminate","relief",0
"runcinate","shape",0
"runnering","architecture",0
"rupturing","dehiscence",0
"rust","coloration",0
"rusty","coloration",0
"saccate","architecture",0
"sack-shaped","shape",0
"saddle-shaped","shape",0
"saffron","coloration",0
"sagittate","shape",0
"salient","orientation",0
"salmon","coloration",0
"salt-excreting","exudation",0
"salverform","shape",0
"samaralike","architecture",0
"saprophytic","nutrition",0
"sarcous","internal texture",0
"sarmentose","architecture",0
"sausage-shaped","shape",0
"scabrate","relief",0
"scabrellate","relief",0
"scabrellous","relief",0
"scabrid","relief",0
"scabridous","relief",0
"scabridulous","relief",0
"scabrous","external texture",0
"scabrous","relief",0
"scalariform","arrangement",0
"scale-like","shape",0
"scalelike","shape",0
"scaley","external texture",0
"scaly","architecture",0
"scaly","external texture",0
"scandent","habit",0
"scant","count",0
"scanty","count",0
"scapelike","architecture",0
"scapiform","shape",0
"scapigerous","architecture",0
"scapose","architecture",0
"scarious","external texture",0
"scarlet","coloration",0
"scattered","arrangement",0
"scented","odor",0
"scimitar-shaped","shape",0
"scorpioid-cymose","architecture",0
"scraggly","habit",0
"scrambling","habit",0
"scrobiculate","relief",0
"scrotiform","shape",0
"scrotum-shaped","shape",0
"sculptured","relief",0
"scutate","shape",0
"scutellate","shape",0
"scutelliform","shape",0
"scutiform","shape",0
"seated","location",0
"sectile","architecture",0
"secund","architecture",0
"seedless","architecture",0
"segmented","shape",0
"self-fertilizing","reproduction",0
"selfing","reproduction",0
"sellaeform","shape",0
"selliform","shape",0
"semicentral","position",0
"semicircular","arrangement",0
"semicircular","shape",0
"semicraspedodromous","venation",0
"semideciduous","habit",0
"semielliptic","arrangement",0
"semielliptic","shape",0
"semierect","orientation",0
"semiglossy","reflectance",0
"semiobterete","shape",0
"semiorbiculate","shape",0
"semiprostrate","habit",0
"semishiny","reflectance",0
"semistalked","architecture",0
"semiterete","shape",0
"semiterrestrial","habit",0
"semitranslucent","coloration",0
"semitransparent","coloration",0
"semiwoody","external texture",0
"sepal-like","architecture",0
"sepaloid","architecture",0
"separate","arrangement",0
"separated","arrangement",0
"separating","arrangement",0
"sepia","coloration",0
"septal","position",0
"septate","architecture",0
"septicidal","dehiscence",0
"septifragal","dehiscence",0
"seriate","arrangement",0
"sericeous","external texture",0
"serotinous","maturation",0
"serrulate","shape",0
"sessile","architecture",0
"setaceous","shape",0
"setiform","shape",0
"setose","external texture",0
"setulose","external texture",0
"several","count",0
"shades","coloration",0
"shading","coloration",0
"shaggy","external texture",0
"shallow","depth",0
"shaped","shape",0
"sharp","shape",0
"sheathed","architecture",0
"sheathing","architecture",0
"sheathing","shape",0
"shelflike","architecture",0
"shining","reflectance",0
"shield-shaped","shape",0
"shiny","reflectance",0
"short","length",0
"shortened","length",0
"shorter","length",0
"shortest","length",0
"shortest","height",0
"showy","prominence",0
"shrub","life_style",0
"biennial","life_style",0
"winter annual","life_style",0
"winter annuals","structure",0
"shrubby","habit",0
"sickle-shaped","shape",0
"sigmoid","course",0
"sigmoid","shape",0
"siliceous","internal texture",0
"silky","external texture",0
"silver","coloration",0
"silvery","coloration",0
"silvery-pink","coloration",0
"simple","architecture",0
"simple-craspedodromous","venation",0
"simple-lipped","architecture",0
"single","count",0
"single-leafleted","architecture",0
"single-veined","venation",0
"singly","arrangement",0
"sinistrorse","orientation",0
"sinuate","shape",0
"sinuous","course",0
"sinusoidal","shape",0
"slashed","shape",0
"slatey","coloration",0
"slender","size",0
"slipper-shaped","shape",0
"slippery","external texture",0
"small","size",0
"small-beaked","shape",0
"small-bristly","external texture",0
"small-dotted","coloration",0
"small-sawtoothed","shape",0
"small-scalloped","shape",0
"small-toothed","shape",0
"smaller","size",0
"smallest","size",0
"smelling","odor",0
"smooth","architecture",0
"smooth","external texture",0
"snail-shell-shaped","shape",0
"snowy","coloration",0
"soboliferous","architecture",0
"soft","external texture",0
"solid","architecture",0
"solitary","arrangement",0
"solitary","habit",0
"sordid","coloration",0
"spaced","arrangement",0
"spadicate","architecture",0
"sparser","arrangement",0
"spathaceous","architecture",0
"spathe-like","architecture",0
"spathulate","shape",0
"spatula-shaped","shape",0
"spatulate","shape",0
"speckled","coloration",0
"spheric","shape",0
"spherical","shape",0
"spheroid","shape",0
"spheroidal","shape",0
"spicate","architecture",0
"spiciform","architecture",0
"spiculate","relief",0
"spicy","odor",0
"spicy","taste",0
"spike-like","architecture",0
"spikeleted","architecture",0
"spikelike","architecture",0
"spindle-shaped","shape",0
"spineless","architecture",0
"spinelike","shape",0
"spinescent","architecture",0
"spinier","architecture",0
"spiniform","shape",0
"spinose","architecture",0
"spinose","shape",0
"spinulose","architecture",0
"spinulose","shape",0
"spiny","architecture",0
"spiny","shape",0
"spiral","arrangement",0
"spiral","course",0
"spiraled","arrangement",0
"spire-shaped","shape",0
"splendent","reflectance",0
"splitting","dehiscence",0
"spongy","internal texture",0
"sprawling","habit",0
"spread","orientation",0
"spreading","orientation",0
"sprialing","arrangement",0
"spurred","shape",0
"squamate","external texture",0
"squamellose","external texture",0
"squamiform","shape",0
"squamose","external texture",0
"square","shape",0
"squarish","shape",0
"squarrose","orientation",0
"stalked","architecture",0
"stalkless","architecture",0
"staminal","position",0
"staminate","architecture",0
"staminodial","position",0
"star","shape",0
"star-shaped","shape",0
"stellate","arrangement",0
"stellate","shape",0
"stemless","architecture",0
"stemmed","architecture",0
"stephanocolpate","architecture",0
"stephanocolporate","architecture",0
"stephanoporate","architecture",0
"sterile","reproduction",0
"sticky","external texture",0
"stiff","external texture",0
"stigmatic","habit",0
"stilt-rooted","architecture",0
"stinging","habit",0
"stipelike","shape",0
"stipiform","shape",0
"stipitate","architecture",0
"stipulate","architecture",0
"stoloniferous","architecture",0
"stomate-bearing","architecture",0
"stomatiferous","architecture",0
"stout","fragility",0
"stouter","fragility",0
"straggling","habit",0
"straight","course",0
"straighter","course",0
"strap-shaped","shape",0
"straw","coloration",0
"stramineous","coloration",0
"streaked","coloration",0
"streaked","external texture",0
"striate","external texture",0
"striated","pattern",0
"strict","course",0
"strigillose","external texture",0
"strigose","external texture",0
"strigulose","external texture",0
"strobiloid","architecture",0
"strombuliform","shape",0
"strong","fragility",0
"strophiolate","architecture",0
"stylelike","architecture",0
"styliferous","architecture",0
"sub-basifixed","fixation",0
"subacaulescent","architecture",0
"subacute","shape",0
"subalate","architecture",0
"subalternate","arrangement",0
"subangular","shape",0
"subapical","position",0
"subappressed","orientation",0
"subascending","orientation",0
"subbasal","position",0
"subcapitate","architecture",0
"subcaptitate","architecture",0
"subcentral","position",0
"subcircular","shape",0
"subclasping","architecture",0
"subconcolorous","coloration",0
"subcongested","architecture",0
"subcordate","shape",0
"subcuneate","shape",0
"subcylindric","shape",0
"subdichasiform","arrangement",0
"subdioecious","reproduction",0
"subelliptic","shape",0
"subentire","shape",0
"subequal","size",0
"suberect","orientation",0
"suberous","external texture",0
"subflabelliform","shape",0
"subfusiform","shape",0
"subglabrous","external texture",0
"subglobose","shape",0
"subhastate","shape",0
"subinferior","position",0
"subligneous","external texture",0
"sublinear","shape",0
"sublyrate","shape",0
"submarginal","position",0
"submerged","location",0
"submergent","location",0
"submersed","location",0
"submucronate","shape",0
"subnapiform","shape",0
"subobtuse","shape",0
"subopposite","arrangement",0
"suborbicular","shape",0
"suborbiculate","shape",0
"subpannose","external texture",0
"subpetiolar","position",0
"subperfoliate","architecture",0
"subpetiolate","architecture",0
"subplumose","architecture",0
"subracemose","architecture",0
"subreniform","shape",0
"subribbed","architecture",0
"subrosulate","arrangement",0
"subrotund","shape",0
"subround","shape",0
"subscabrous","external texture",0
"subscabrous","relief",0
"subscandent","habit",0
"subscapose","architecture",0
"subsessile","architecture",0
"subshrub","life_style",0
"subshrubby","habit",0
"day-blooming","habit",0
"clustered","habit",0
"subsinuate","shape",0
"subspatulate","shape",0
"subspheric","shape",0
"subspherical","shape",0
"subspheroid","shape",0
"subspheroidal","shape",0
"subspinescent","architecture",0
"subspinose","shape",0
"substipitate","architecture",0
"subtending","position",0
"subterete","shape",0
"subterminal","position",0
"subterranean","location",0
"subtriangular","shape",0
"subtruncate","shape",0
"subulate","shape",0
"subumbellate","architecture",0
"subumbelliform","architecture",0
"subvalvate","dehiscence",0
"succulent","external texture",0
"suffrutescent","habit",0
"suffruticose","habit",0
"suffruticulose","habit",0
"suffused","coloration",0
"sulphur","coloration",0
"summer annual","life_style",0
"summer annuals","structure",0
"sunken","prominence",0
"superaxillary","position",0
"superficial","position",0
"superimposed","arrangement",0
"superior","position",0
"superposed","arrangement",0
"superposed","position",0
"supervolute","vernation",0
"supine","habit",0
"supple","internal texture",0
"supplementary","position",0
"suprabasal","position",0
"suprabracteal","position",0
"supramedial","position",0
"supramedian","position",0
"suprafoliar","position",0
"surficial","position",0
"sweet","taste",0
"swelling","size",0
"swollen","shape",0
"sword-shaped","shape",0
"symbiotic","nutrition",0
"symmetric","architecture",0
"symmetric","shape",0
"symmetrical","architecture",0
"sympetalous","architecture",0
"sympodial","architecture",0
"synandrous","architecture",0
"synanthous","maturation",0
"syncarpous","architecture",0
"syncolpate","architecture",0
"syncolporate","architecture",0
"syndetocheilic","architecture",0
"syngenesious","fusion",0
"synoecious","reproduction",0
"synsepalous","architecture",0
"synstemonous","architecture",0
"syntepalous","architecture",0
"taeniate","shape",0
"tall","height",0
"tailed","shape",0
"taller","height",0
"tan","coloration",0
"tangled","arrangement",0
"tannish","coloration",0
"tapered","shape",0
"tapering","shape",0
"tapeworm-shaped","shape",0
"taprooted","architecture",0
"tartar-like","relief",0
"tartareous","relief",0
"tawny","coloration",0
"teardrop-shaped","shape",0
"terete","shape",0
"tergeminate","architecture",0
"terminal","position",0
"terrestrial","habit",0
"terrminal","position",0
"tertiary","position",0
"tessellate","external texture",0
"testes-shaped","shape",0
"testicular","shape",0
"tetradal","arrangement",0
"tetradal","reproduction",0
"tetradynamous","architecture",0
"textured","external texture",0
"thermocleistogamous","reproduction",0
"thick","width",0
"thickened","width",0
"thickening","width",0
"thicker","width",0
"thickest","width",0
"thickish","width",0
"thin","width",0
"thinner","width",0
"tholiform","shape",0
"thread-like","shape",0
"threadlike","shape",0
"three-angled","shape",0
"thyrsate","architecture",0
"thyrse-like","architecture",0
"thyrselike","architecture",0
"thyrsiform","architecture",0
"thyrsoid","architecture",0
"tiered","arrangement",0
"tight","density",0
"tillering","architecture",0
"tinge","coloration",0
"tinged","coloration",0
"tint","coloration",0
"tinted","coloration",0
"tiny","size",0
"tomentose","external texture",0
"tomentulose","external texture",0
"tomentulous","external texture",0
"tongue-shaped","shape",0
"top-shaped","shape",0
"torn","shape",0
"torsive","architecture",0
"tortuous","course",0
"torulose","shape",0
"tough","fragility",0
"trabeculate","architecture",0
"trailing","habit",0
"transition","duration",0
"translucent","coloration",0
"transparent","coloration",0
"transverse","dehiscence",0
"transverse","orientation",0
"trapeziform","shape",0
"tree","life_style",0
"tree-form","habit",0
"tree-like","architecture",0
"treelike","life_style",0
"triangle","shape",0
"triangular","shape",0
"triangulate","shape",0
"trichotomocolpate","architecture",0
"trichotomous","architecture",0
"tridentate","shape",0
"trifid","shape",0
"trigamous","reproduction",0
"trigeminous","architecture",0
"trigonous","shape",0
"trijugate","architecture",0
"trilete","architecture",0
"trioecious","reproduction",0
"triquetrous","shape",0
"trochlear","shape",0
"troughlike","shape",0
"trowel-shaped","shape",0
"trullate","shape",0
"trulliform","shape",0
"trulloid","shape",0
"trumpet-shaped","shape",0
"truncate","shape",0
"truncated","shape",0
"trunkless","architecture",0
"tubed","shape",0
"tubercular","shape",0
"tuberculate","relief",0
"tuberculose","shape",0
"tuberculose","relief",0
"tuberlike","shape",0
"tuberous","architecture",0
"tubiform","shape",0
"tubular","shape",0
"tufted","habit",0
"tufted","external texture",0
"tumid","shape",0
"tunicate","architecture",0
"turbinate","shape",0
"turgid","shape",0
"turned","orientation",0
"turnip-shaped","shape",0
"twin","count",0
"twining","habit",0
"twisted","architecture",0
"twisting","architecture",0
"two-leafleted","architecture",0
"two-lipped","architecture",0
"two-ranked","arrangement",0
"ultimate","position",0
"umbel-like","architecture",0
"umbellate","architecture",0
"umbelliform","architecture",0
"umbilicate","shape",0
"umbonate","shape",0
"umbraculiform","shape",0
"umbrella-shaped","shape",0
"unappendaged","architecture",0
"unarmed","architecture",0
"unbranched","architecture",0
"unchanged","development",0
"unciform","shape",0
"uncinate","shape",0
"unconnected","fusion",0
"unctuous","external texture",0
"undamaged","condition",0
"underdeveloped","development",0
"underground","location",0
"underlying","position",0
"undershrub","life_style",0
"undivided","shape",0
"undulate","shape",0
"unequal","size",0
"unguiculate","shape",0
"unhooked","shape",0
"unicellular","architecture",0
"unifacial","architecture",0
"unifoliolate","architecture",0
"uniform","variability",0
"unijugate","architecture",0
"unilabiate","architecture",0
"unilateral","architecture",0
"unilateral","position",0
"unilateral","orientation",0
"unilocular","architecture",0
"uninterrupted","architecture",0
"uniseriate","arrangement",0
"unisexual","reproduction",0
"united","fusion",0
"unlobed","shape",0
"unpigmented","coloration",0
"unribbed","architecture",0
"unruly","arrangement",0
"unsegmented","architecture",0
"unstalked","architecture",0
"unwinged","architecture",0
"upcurved","orientation",0
"upper","position",0
"uppermost","position",0
"upright","orientation",0
"upturned","orientation",0
"urceolate","shape",0
"urent","habit",0
"urn-shaped","shape",0
"utriclelike","architecture",0
"vaginate","architecture",0
"vague","prominence",0
"vallecular","position",0
"valvate","dehiscence",0
"valvate","arrangement",0
"variable","variability",0
"various","variability",0
"varying","variability",0
"vegetative","reproduction",0
"veined","architecture",0
"veinless","architecture",0
"veiny","architecture",0
"velutinous","external texture",0
"velvety","external texture",0
"ventral","position",0
"ventricose","shape",0
"ventrifixed","fixation",0
"vermiculate","shape",0
"vernal","life_style",0
"verrucate","relief",0
"verrucose","relief",0
"versatile","fixation",0
"vertical","orientation",0
"vesicular","internal texture",0
"vesiculate","architecture",0
"vespertine","habit",0
"vestigial","prominence",0
"viable","life_stage",0
"vigorous","fragility",0
"vile","odor",0
"vile","taste",0
"villose","external texture",0
"villosulous","external texture",0
"villous","external texture",0
"vinelike","habit",0
"vine","life_style",0
"viny","habit",0
"violet","coloration",0
"violin","shape",0
"virgate","architecture",0
"viscid","external texture",0
"visible","prominence",0
"vitreous","architecture",0
"viviparous","reproduction",0
"voluble","habit",0
"waisted","shape",0
"walled","architecture",0
"wand-like","architecture",0
"wanting","count",0
"warped","shape",0
"warted","relief",0
"wartlike","shape",0
"wandlike","shape",0
"watery","internal texture",0
"wavy","shape",0
"wavy-crinkled","external texture",0
"waxen","external texture",0
"waxy","external texture",0
"weak","fragility",0
"weaker","fragility",0
"weathering","behaviour",0
"wedge-shaped","shape",0
"wedged","shape",0
"weeping","architecture",0
"wetted","condition",0
"wheel-shaped","shape",0
"whip-like","shape",0
"white","coloration",0
"whitened","coloration",0
"whitening","coloration",0
"whitish","coloration",0
"wide","width",0
"widened","width",0
"wider","width",0
"widest","width",0
"wind-pollinated","reproduction",0
"wine","coloration",0
"wingless","architecture",0
"wiry","architecture",0
"withered","condition",0
"woodlike","external texture",0
"woody-clumping","habit",0
"woolly","external texture",0
"worm-shaped","shape",0
"worn","condition",0
"wrinkled","relief",0
"wrinkling","relief",0
"xenogamous","reproduction",0
"xerocleistogamous","reproduction",0
"xylary","position",0
"yellow","coloration",0
"yellow-bronze","coloration",0
"yellowish","coloration",0
"young","life_stage",0
"younger","life_stage",0
"youngest","life_stage",0
"zig-zag","course",0
"zoned","coloration",0
"zygmorphic","architecture",0
"zygomorphic","architecture",0
"S-shaped","course",0
"accrescent","size",0
"aciculate","coloration",0
"aculeate","architecture",0
"adventitous","architecture",0
"aerial","location",0
"almondy","odor",0
"antipetalous","position",0
"antisepalous","position",0
"arched","shape",0
"arching","shape",0
"arcuate","shape",0
"ashy","taste",0
"asymmetric","shape",0
